text,label
"The Franchise  Agreement contains a covenant not to compete which extends beyond





the termination of the franchise.",Restriction
"Upon  termination of this  Agreement,  in accordance with its terms and conditions or by Franchisee  without cause, or upon expiration of this Agreement (unless the Franchise is renewed as provided for in this Agreement),  Franchisee and its Owners agree that for a period of TWELVE (12) months  commencing  on the effective  date of  termination  or expiration  or the date on which  Franchisee complies  with this Section,  whichever is later,  neither  Franchisee,  nor its Owners,  nor any person or entity  affiliated  with  Franchisee or  Franchisee's shareholders or partners shall have any direct or indirect  interest  (through a member of the immediate  families of Franchisee or its Owners or otherwise) as a disclosed or beneficial owner, investor,  partner, director,  officer, employee, consultant,  representative,  agent or in any other capacity in any  Competitive Business  located or operating:  (1) at the Site;  (2) within three (3) miles of the Unit;  and/or (3) within  three (3) miles of any other  Pretzel Time Unit in operation  or  under  development  on  the  effective  date  of  termination  or expiration of this  agreement for a period of one year after the  termination or expiration.",Restriction
"Pretzel  Time  will not,  as long as this  Agreement  is in effect  and Franchisee  is not in default,  enfranchise  or operate any other  Pretzel  Time Franchise  within the following  enclosed  mall or building  except as otherwise provided herein (hereinafter  referred to as ""Territory""):  none.",Restriction
"Except as  otherwise  provided  in this  Agreement  and  provided  that Franchise  is in full  compliance  with  this  Agreement,  Pretzel  Time and its Affiliates  will  not  during  the  term  of this  Agreement  operate  or  grant franchises  for the operation of Pretzel Time Units within the  Territory  other than the Franchise granted to Franchisee pursuant to this Agreement.",Restriction
"Franchisee agrees that he will at all times faithfully,  honestly,  and diligently  perform his obligations  hereunder,  that he will continuously exert his best efforts and shall  continually  train and  supervise  his  personnel to Pretzel Time's  reasonable  standards,  in  furtherance  of the mutual  business interests of both Pretzel Time and Franchisee and that he will not engage in any other business or activity that may conflict with his obligations  hereunder.",Restriction
Franchisee  also  acknowledges  that Pretzel Time has granted the Franchise to  Franchisee  in  consideration  of and reliance  upon  Franchisee's agreement to deal  exclusively  with Pretzel Time.,Restriction
"Franchisee  therefore agrees that  during the term of the  Franchise  Agreement,  or the period of time which Franchisee operates a Unit under this Agreement,  whichever is shorter,  neither Franchisee  nor  any  Affiliate,  immediate  family  member,  or  in  the  event Franchisee is a corporation

any Owner thereof and member of his immediate  family or in the event  Franchise is a partnership any partner  (general or limited) thereof and any member of his immediate family, shall:",Restriction
"(2) Recruit or hire any employee who, within the immediately  preceding          six (6) month period,  was employed by Pretzel Time or any Pretzel Time          Unit operated by Pretzel Time, its Affiliates or another  franchisee or          licensee  of  Pretzel  Time,   without   obtaining  the  prior  written          permission of Pretzel Time or such franchisee.",Restriction
Franchisee  agrees to refrain from any business or advertising  practice which may be injurious to the business of Pretzel Time and the goodwill associated with the Marks and other Pretzel Time Units.,Confidentiality
"Pretzel  Time  reserves  the right to  suspend  contributions/fees  and operations of the  Advertising  Fund for one or more  periods,  and the right to terminate the  Advertising  Fund, upon thirty (30) days' prior written notice to Franchisee.",Termination
"Franchisee shall                   furnish  Pretzel  Time at the  time of the  execution  of this                   Agreement or of assignment to the  corporation  or partners of                   Franchisee, a written agreement stating that no stockholder or                   partner  will  sell,  assign  or  transfer  voluntarily  or by                   operation  of law  any  securities  of  Franchisee,  or  other                   ownership  interest  in  Franchisee,  to any  person or entity                   other than existing shareholders or partnership, to the extent                   permitted  hereunder,  without  the prior  written  consent of                   Pretzel Time.",Transfer
"If Franchisee desires to assign his rights under the Franchise to a new franchisee,  Franchisee  (Assignor of the  Franchise),  agrees to pay to Pretzel Time a transfer  fee equal to the  greater of SIX  THOUSAND  TWO  HUNDRED  FIFTY DOLLARS  ($6,250.00) or the then current  transfer fee being paid by franchisees upon the assignment, gift, bequeath or transfer of ownership of the Franchise to cover administrative costs and expenses.",Transfer
"A Transfer shall also be deemed to include a merger or consolidation of Franchisee  with  any  other  entity,  the  issuance  of  additional  securities representing,  or convertible into, an Ownership  Interest in Franchisee and any Transfer as a result of death  (subject to this Section),  divorce,  insolvency, corporate or  partnership  dissolution  proceedings or otherwise by operation of law.",Transfer
Any Transfer  without such approval shall constitute a breach of this Agreement  and shall be void and of no  effect.,Transfer
"Accordingly, Franchisee agrees no Transfer shall be made without Pretzel Time's prior written approval.",Transfer
"If incorporated into the Pretzel Time System for the development and/or operation of Pretzel Time Units, such ideas, recipes, formulas, concepts, methods and techniques  shall become the sole and exclusive  property of Pretzel Time without any further consideration to Franchisee.",IP
"Franchisee assigns to Pretzel  Time or its designee all of  Franchisee's  right,  title and interest  in and to any and  all  such  Promotional  Allowances  and  authorizes Pretzel  Time or its  designee to collect any such  Promotional  Allowances  for remission to the general operating funds of Pretzel Time.",IP
"Pretzel  Time hereby  grants to  Franchisee  and  Franchisee  agrees to undertake,  during the term of this  Agreement and upon the terms and conditions stated in this Agreement, the right, license and privilege to operate,  conduct,





and do business  and to use certain  trade  names,  trademarks,  service  marks, logos,  and other  commercial  symbols,  including  Pretzel Time (referred to as ""Marks"") solely and  exclusively for the operation of one retail  franchise Unit (referred to as ""Franchise""), which is in the form of a (Store/Kiosk/Cart),  and to sell  those  Products  known as  Pretzel  Time  pretzels  and  other  Pretzel Time-approved   menu  items  and  Products   further   described  in  Section  2 (hereinafter ""Products"") in accordance with the provisions of this Agreement and in accordance with rules,  standards,  systems,  and procedures as prescribed by Pretzel Time which may be changed,  improved and further  developed from time to time,  (hereinafter  ""Pretzel  Time  System""),  at one (1) location  only,  such location to be

 (hereinafter ""Site"").",IP
"Franchisee  agrees and grants to Pretzel Time and its Affiliates a perpetual and worldwide  right to use and  authorize  other  Pretzel  Time Units or other food service businesses  operated by Pretzel Time or its Affiliates,  franchisees and designees  to  use  such  ideas,  recipes,  formulas,   concepts,  methods,  and techniques  relating to the development  and/or  operation of a dessert or snack food business.",IP
"EXCEPT WITH RESPECT TO  FRANCHISEE'S  OBLIGATION  TO INDEMNIFY  PRETZEL TIME, THE PARTIES WAIVE TO THE FULLEST  EXTENT  PERMITTED BY LAW ANY RIGHT TO OR CLAIM FOR ANY PUNITIVE OR EXEMPLARY DAMAGES AGAINST THE OTHER AND AGREE THAT, IN THE EVENT OF A DISPUTE  BETWEEN THEM,  THE PARTY MAKING A CLAIM SHALL BE LIMITED TO RECOVERY OF ANY ACTUAL DAMAGES IT SUSTAINS.",Liability
"EXCEPT FOR CLAIMS  BROUGHT BY PRETZEL TIME WITH REGARD TO  FRANCHISEE'S OBLIGATIONS  TO MAKE PAYMENTS TO PRETZEL TIME  PURSUANT TO THIS  AGREEMENT OR TO INDEMNIFY  PRETZEL TIME PURSUANT TO THIS  AGREEMENT,  ANY AND ALL CLAIMS ARISING OUT OF OR RELATING TO THIS  AGREEMENT  OR THE  RELATIONSHIP  OF  FRANCHISEE  AND PRETZEL  TIME  PURSUANT TO THIS  AGREEMENT  SHALL BE BARRED  UNLESS AN ACTION IS COMMENCED  WITHIN:  (1) TWO (2)  YEARS  FROM THE DATE ON WHICH  THE ACT OR EVENT GIVING  RISE TO THE  CLAIM  OCCURRED  OR (2) ONE (1) YEAR FROM THE DATE ON WHICH FRANCHISEE  OR  PRETZEL  TIME KNEW OR SHOULD  HAVE  KNOWN,  IN THE  EXERCISE  OF REASONABLE  DILIGENCE OF THE FACTS GIVEN RISE TO SUCH CLAIMS,  WHICHEVER  OCCURS FIRST.",Liability
"Pretzel Time shall not be liable to Franchisee,  the contractor, or any other person,  and Franchisee  waives all claims for liability or damages of any type  whatsoever  (whether  direct,  indirect,  incidental,   consequential,  or exemplary),  on account of the  rendition  of any  services  by Pretzel  Time in accordance  with  this  Section,  except  to the  extent  caused  by  the  gross negligence  or  intentional  misconduct  of  Pretzel  Time,  and  then  any such liability  or damages  shall be limited to five  thousand  dollars  ($5,000.00).",Liability
This Agreement shall expire if the Investment Advisor or one of its affiliates ceases to serve as investment adviser to the Licensee.,Termination
"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York.",Governance
by Licensor or Licensee upon sixty (60) days' written notice to the other party;,Termination
"Licensee shall not sublicense, assign, pledge, grant or otherwise encumber or transfer to any third party all or any part of its rights or duties under this Agreement, in whole or in part, without the prior written consent of the Licensor, which consent Licensor may grant or withhold in its sole and absolute discretion",Transfer
Licensee at any time in the event Licensee assigns or attempts to assign or sublicense this Agreement or any of Licensee's rights or duties hereunder without the prior written consent of Licensor.,Transfer
This Agreement shall be terminable by,Transfer
Any purported transfer without such consent shall be void ab initio.,Transfer
"Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, a personal, non-exclusive, royalty-free right and license to use the Licensed Mark solely and exclusively as a component of Licensee's own corporate name and in connection with marketing the investment management, investment consultation and investment advisory services that Investment Advisor may provide to Licensee.",IP
The initial term of this Agreement shall be three (3) calendar years from the Agreement date.,Termination
"After the initial term, unless terminated, this  Agreement will automatically renew for periods of one (1) calendar year each.",Termination
"This Agreement shall be governed by and interpreted in accordance with the laws of the State of New York, USA without regard to conflict of  laws principles.",Governance
"The Distributors will not develop, manufacture or sell any equipment or service, which in any way can be considered to be competitive to the  equipment or service offered by Lucid to the Distributor as Product.",Restriction
Lucid appoints the Distributor and the Distributor accepts appointment as an exclusive authorized Lucid Distributor.,Restriction
The Distributor is appointed as an exclusive Distributor within the following territories: [*].,Restriction
Either party may terminate this agreement by providing Ninety days Written Notice.,Termination
"In addition, Lucid may terminate this agreement by giving the Distributor Written Notice if there is any change of control, ownership or  management of the Distributor.",Transfer
Lucid agrees that the Distributor may use the  appropriate trademarks to promote the sale of products in the Territory. Such use is only with Lucid's permission and must be related to the sale of  Lucid products.,IP
"If Lucid accepts Distributor's order and fails to deliver ordered products,  Distributors sole remedy will be limited to refund of money paid to Lucid for any undelivered products.",Liability
"Lucid will not have any liability or responsibility to Distributor or any other person or entity for any consequential, indirect, special, punitive or  incidental damages or lost profits, whether foreseeable or unforeseeable, based on





     claims of Distributor or Distributor's customers (including but not limited to, claims for loss of data, goodwill, profits, use of money or use of  product, interruption in use or availability of data stoppage or other work or impairment or assets) arising out of breach or failure of express or  implied warranty, breach of contract, misrepresentation, negligence, strict liability in tort or otherwise, except only in the case of death or personal  injury where and to the extent that applicable law requires such liability.",Liability
"If this Agreement is terminated Lucid shall not be liable for any incidental, indirect; special punitive of consequential damages of any kind,  including any perceived or real market development costs.",Liability
In no event will the aggregate liability incurred by Lucid in any action or  proceeding exceed the total amount actually paid to Lucid by Distributor for the purchase of the products that actually caused the damage or loss.,Liability
"The  term  (""Term"")  of  this Agreement shall be for one hundred eighty  days  (180)  from  the  date set forth below unless Network 1 or Visa or MasterCard  or Harris Bank doesn't approve Affiliate's ISO application, in which case,  the  Term  will  be  3 years.",Termination
This Agreement will automatically renew for successive  one-year  terms  unless  terminated by either party by providing the other  with  30  days  written notice that this Agreement will not be renewed or Affiliate  enters  into  a  Processing  agreement  with  Network  1  and  an ISO Sponsorship  agreement  with  Harris  Bank  in  which  case  this Agreement will automatically  terminate  concurrent  with  the  execution  of  such agreements.,Termination
"All  disputes  or  claims  by  Payment  Data  Systems hereunder  shall be resolved by arbitration in McLean, Virginia, pursuant to the rules of the American Arbitration Association.",Governance
"All disputes or claims by NETWORK 1  hereunder shall be resolved by arbitration in San Antonio, Texas, pursuant to the  rules  of  the  American  Arbitration  Association.",Governance
"Agreement  may  be  terminated prior to the conclusion of the  Term  by  giving  written  notice  of  termination: A.     By  either  party  as  a  result of default by the other party under this Agreement  and failure to cure said default within thirty (30) days after notice of  said  default  is  given. B.     By  either  party  in the event of insolvency, receivership, voluntary or involuntary  bankruptcy  or  an assignment for the benefit of creditors of or by the Affiliate other than in the ordinary course of business.  However, Affiliate may  pledge  or  otherwise  collateralize  assets  for  the  purpose of securing commercial  loans or lines of credit in the ordinary course of business provided that  such  pledge  is  subordinate  to an security interest associated with the Merchant  accounts  and/or  losses  from  such  accounts. C.     By  Affiliate  in  the event of any changes in the Affiliate's Fee (other than  direct  pass through increases related to Visa and MasterCard interchange, fees,  assessments  and  dues,  processor  communication costs, and other direct increases  including  terminal  hardware). D.     By Network 1, for cause. For purpose hereof; ""cause"" shall consist of (i) fraud,  intentional  misrepresentation  or  negligence  by  Affiliate  or  any Contractor  located  by  Affiliate  in  compiling  or  providing any information submitted  to  or relied on by Network 1 to Network 1, whether or not such fraud or  misrepresentation  is based on a misstatement, omission, a substantive fact, or  data;  (ii)  intentional  violations  by  the Affiliate or any Contractor(s) located by Affiliate of any of the rules or regulations of VISA, MasterCard, the Member Bank or Network 1; and (iii) the providing of vendor services or merchant services  by  Affiliate  or  Contractor(s)  located  by  Affiliate  which  are competitive  with  Network  1 or without the prior written consent of Network 1, contrary  to Section 1.01  [CONTRACTORS] and IV, violation of any clause of Network 1 Affiliate Office  Agreement  and  failure  to  cure  such  violation  within  30  days  of notification",Restriction
Agreement  may  be  terminated prior to the conclusion of the  Term  by  giving  written  notice  of  termination:,Restriction
"D.     By Network 1, for cause. For purpose hereof; ""cause"" shall consist of",Restriction
"(iii) the providing of vendor services or merchant services  by  Affiliate  or  Contractor(s)  located  by  Affiliate  which  are competitive  with  Network  1 or without the prior written consent of Network 1, contrary  to Section 1.01  [CONTRACTORS] and IV, violation of any clause of Network 1 Affiliate Office  Agreement  and  failure  to  cure  such  violation  within  30  days  of notification",Restriction
"Affiliate shall not, without the express written consent of  Network  1: i.           Contact  or  otherwise  deal directly with, VISA, MasterCard or the Member  Bank;  or ii.     Make  any representations with respect to Network 1, VISA, MasterCard or the  Member  Bank;  or",Restriction
All  such Contractors must process Merchant applications and transactions exclusively through Network 1.,Restriction
"Additionally, upon termination of this contract for any  reason, all merchants recruited by Affiliate on behalf of Network 1 for any product  offered  through  Network  1,  Affiliate  shall  not approach, rewrite, pursue,  or  contract  with any current client for the purpose of obtaining said client as a new customer for Affiliate or any competing entity the Affiliate may be  in  contract  with.",Restriction
"Affiliate shall not, without the express written consent of  Network  1: i.           Contact  or  otherwise  deal directly with, VISA, MasterCard or the Member  Bank;  or ii.     Make  any representations with respect to Network 1, VISA, MasterCard or the  Member  Bank;  or iii.     Make  contact  with  or  contract  with  any vendor of Network 1 or its subsidiaries  including other Affiliate's, direct sponsored ISO/MSP's of Network 1/Member  Bank,  or  any merchants currently processing with Network 1 or Member Bank.",Restriction
This  agreement  may  not  be assigned or delegated by Affiliate without  prior  written  consent  from  Network  1.,Transfer
"The  Exit  Fee  shall  be  paid  by  Affiliate  immediately prior to the assignment  or  Transfer of Merchants and/or its net revenue.  The amount of the Exit Fee during and following the termination of this Agreement shall be defined as  the  following:  (1)  the aggregate sum, per transferring merchant, equal to eighteen  (18) months net recurring revenue normally paid to Affiliate under the compensation  terms  of  this  Agreement  to  a  maximum  of  $250,000.",Liability
"The term of this Agreement (the ""Term"") will begin on the date hereof (the ""Commencement Date""), and will continue until the earlier of (i) December 31, 2022, (ii) the termination or expiration of the Studio Lease (defined below), (iii) election to terminate and notice thereof given by Programmer to Licensee, and (iv) mutual written consent of Licensee and Programmer (the ""Term""), unless extended or earlier terminated pursuant to Section 11 hereof.",Termination
This Agreement will be construed in accordance with the laws of the State of Indiana without regard to principles of conflicts of laws.,Governance
"Programmer may not assign this Agreement without the prior written consent of Licensee, which shall not be unreasonably withheld, conditioned, or delayed.",Transfer
Programmer shall not separately sell advertising time on the HD2 Channel but may market the WLIB Programs as being rebroadcast on the HD2 Channel.,IP
"As provided for in this Section 1, the term of this Agreement shall be for a period of five (5) years, beginning on the Effective Date (the ""Initial Term""); provided, however, the Initial Term shall be subject to automatic successive renewal terms of three (3) years each (the ""Renewal Terms"" and together with the Initial Term, the ""Term"").",Termination
"This Agreement shall be governed by, construed in accordance with the laws of Ontario, Canada.",Governance
"4.4. Subject to Section 4.5 of this Agreement, for a period of twenty-four (24) months after the Effective Date, not to develop, manufacture, market, distribute, sell or supply anywhere in the world to any individual or entity a gaming chip-sorting machine for use in a casino; and",Restriction
"In exchange for the marketing and selling of the Products provided in Section 3, Vendor hereby agrees:",Restriction
"In exchange for the exclusive distribution right and license provided in Section 2 of this Agreement, Distributor hereby agrees during the Term to use its best commercial efforts to promote, advertise and distribute the Products throughout the Territory, including, without limitation, the following:",Restriction
"In consideration for the purchase of the Products by Distributor from Vendor, Vendor grants Distributor the exclusive right to market, sell, rent, lease, service and maintain the Products and all improvements thereon within the Territory (as defined herein) according to the terms and conditions as set forth herein.",Restriction
"In exchange for the exclusive distribution right and license granted to Distributor pursuant to this Agreement, during the Term, Distributor hereby agrees to purchase the Products from Vendor, where such Products are fit for purpose and ready for sale in the Territory, as determined by Distributor, as follows:

  5.1.1. As of the Effective Date, one hundred (100) units of the PokerOne™ Shuffler at a price of Four Thousand Nine Hundred Dollars ($4,950.00 U.S.) per unit, where Vendor shall ship the units no later than the end of January 2005;

  5.1.2. Upon the delivery of two (2) units of the Random Plus™ Shuffler to Distributor and the expiration of a review period ending thirty (30) calendar days after the receipt of delivery by Distributor,, where such review by Distributor determines that the Random Plus™ Shuffler is fit for purpose and ready for commercial sale in the Territory, one hundred (100) units of the Random Plus™ Shuffler at a price of Four Thousand Nine Hundred Fifty Dollars ($4,950.00 U.S.) per unit, where Vendor shall ship the units no later than 30 days after the review period;

-5-





  5.1.3. Upon the receipt of any necessary approvals or approval waivers and the expiration of a review period ending thirty (30) calendar days after the receipt of delivery by Distributor of two (2) units of the Continuous Plus™ Shuffler, where such review by Distributor determines that the Continuous Plus™ Shuffler is fit for purpose and ready for commercial sale in the Territory, one hundred (100) units of the Continuous Plus™ Shuffler at a price of Five Thousand Nine Hundred Fifty Dollars ($5,950.00 U.S.);

  5.1.4. Within thirty (30) days of the one (1) year anniversary of the Effective Date, an additional two hundred (200) units of the Products comprising any mix of the shuffler products offered by Vendor; and

  5.1.5. Any additional number of units of the Products as may be submitted by Distributor to Vendor pursuant to a Purchase Order (as defined herein).",Restriction
"Distributor shall not obtain, purchase, receive or source any other card shuffling machine from any third party or other source under any circumstance other than from Vendor with the exception of all Shuffle Master, Inc. shuffling machines which are held in stock at the Effective Date which Distributor is free to sell, rent purchase or lease until all of the said stock has been depleted.",Restriction
"In exchange for the marketing and selling of the Products provided in Section 3, Vendor hereby agrees:

4.1. To provide Distributor with the appropriate product brochures, and two (2) fully working and fit for purpose samples of each model of shuffling machine free of charge;

4.2. To prominently display and advertise that Distributor is the sole and exclusive distributor of Vendor for the Products in the Territory;

4.3. Subject to Section 2.6 of this Agreement, not to market, distribute, sell or supply the Products covered by this Agreement to any individual or entity in the Territory directly in response to a request from that person or entity without the prior written consent of Distributor;

4.4. Subject to Section 4.5 of this Agreement, for a period of twenty-four (24) months after the Effective Date, not to develop, manufacture, market, distribute, sell or supply anywhere in the world to any individual or entity a gaming chip-sorting machine for use in a casino; and",Restriction
"Distributor agrees that, without the prior written consent of the Vendor, for a period beginning from the date of this Agreement and ending three (3) years after the termination of this Agreement, neither Distributor nor any of its affiliates or representatives will: (1) employ or solicit to employ any of the employees of Vendor; or (2) encourage of the employees of the Vendor or its subsidiaries to leave the employment of Vendor; provided, however, this Section shall not apply to any such employee who has been terminated by or left the employment of Vendor prior to the Effective Date or, if employed by Vendor as of the Effective Date, any employee who has not been employed by Vendor for at least one (1) year after the end of such employment.",Restriction
"Vendor agrees that, without the prior written consent of the Distributor, for a period beginning from the date of this Agreement and ending three (3) years after the termination of this Agreement, neither Vendor nor any of its affiliates or representatives will: (1) employ or solicit to employ any of the employees of Distributor; or (2) encourage of the employees of the Distributor or its subsidiaries to leave the employment of Distributor; provided, however, this Section shall not apply to any such employee who has been terminated by or left the employment of Distributor prior to the Effective Date or, if employed by Distributor as of the Effective Date, any employee who has not been employed by Distributor for at least one (1) year after the end of such employment.",Restriction
"This Agreement may be terminated subject to the following clauses:

  1.1.1. By either Vendor or Distributor, upon written notice of termination of this Agreement no later than ninety (90) calendar days prior to the expiration of the relevant Term, then in effect;",Termination
"Subject to Section 1.6, by Vendor (or successor to Vendor), upon written notice to Distributor of a change of control of Vendor and the election by Vendor (or successor to Vendor) to terminate this Agreement, where a ""change of control"" shall mean a change in ownership of the Vendor such that an unaffiliated third party acquires a majority of the voting power of Vendor;",Transfer
This Agreement may be terminated subject to the following clauses:,Transfer
"No assignment by either Party of any rights, including rights to money due or to become due under this Agreement, or delegation of any duties under this Agreement or under any purchase orders subject to this Agreement, shall be binding on the nonassigning Party unless and until a written consent has been obtained from the nonassigning Party.",Transfer
"Distributor shall not sell or otherwise transfer any of the rights granted pursuant to this Agreement to any third party without the prior written consent of Vendor; provided, however, Distributor may enter into distribution arrangements with regional distributors within the Territory in its efforts to promote, advertise and distribute the Products in accordance with this Agreement;",Transfer
"As part of the exclusive distribution right granted in this Section 2, Vendor hereby grants Distributor the non- exclusive, non-transferable right to use and display Vendor's trademarks, logos, Product photographs and images, Product advertising and promotional copy, including but not limited to the materials contained in Vendor's website, in connection with the promotion, advertising and distribution of the Products.",IP
"In the event of the termination of this Agreement for any reason whatsoever, the exclusive distribution right and license granted to Distributor pursuant to this Agreement shall automatically revert to Vendor as Vendor's sole property.",IP
"Neither party shall be liable to the other for lost profits or indirect, special consequential or punitive damages of any kind arising in connection with the manufacture, sale and distribution of the products, even if such party has been advised of the possibility of such damages.",Liability
Distributor shall not be liable for any losses or damages incurred by Vendor as a result of Distributor's failure to meet its obligations under Section 5.1 of this Agreement.,Liability
"This Agreement shall commence on the Effective Date and shall extend for a period of Five (5) years thereafter (""Initial Term""), unless this Agreement is terminated earlier as provided herein or is extended by mutual written agreement of the Parties.",Termination
"This Agreement may be renewed for additional periods of one (1) year (each such additional period, a ""Renewal Term"") unless either Party provides notice of nonrenewal upon not less than [***] prior written notice to the other Party.",Termination
"This Agreement will be construed and interpreted and its performance governed by the laws of the State of New York, without giving effect to its conflict of laws principles.",Governance
"This Agreement or any Project Plan may be terminated:

(a) by Magenta for any reason upon [***] written notice to Bachem;",Termination
"Bachem shall not assign, subcontract or delegate any of its rights or obligations under this Agreement without the express prior written authorization of Magenta, provided however, that Bachem may subcontract its rights and obligations hereunder to those subcontractors identified and agreed to by the Parties in the Quality Agreement.",Transfer
"Bachem will not assign this Agreement without the prior written consent of Magenta, and any purported assignment in contravention of this Section 15.2 shall be null and void; provided, however, that either Party may assign this Agreement in connection with (i) the sale, transfer or other disposition of its assets related to this Agreement, (ii) a change in control of such Party, or (iii) the sale or transfer of substantially all of such Party's outstanding stock.",Transfer
"Any invention (whether patentable or not), discoveries, improvements, works-of-authorship or other intellectual property made, conceived or reduced to practice by Bachem in connection with its performance under this Agreement or any Project Plan, which expressly excludes Bachem Intellectual Property (""Magenta Developed Intellectual Property""), shall be exclusively owned by Magenta.",IP
"Bachem hereby assigns, and agrees to assign, to Magenta all of its right, title and interest to and in any Magenta Developed Intellectual Property, including all related intellectual property rights.",IP
"deliverable (including Magenta Developed Intellectual Property (including Product)) or is otherwise necessary to fully exploit such deliverable, Bachem hereby grants to Magenta a perpetual, irrevocable, nonexclusive, worldwide, paid up, royalty-free license under such Bachem Intellectual Property (with the full right to sublicense directly or indirectly through multiple tiers) to (i) copy, distribute, display, perform and create derivative works of the Bachem Intellectual Property, in whole or in part; and (ii) to use Bachem Intellectual Property and/or practice the subject matter thereof, in each case solely in connection with manufacturing, marketing, promoting, using, selling, offering for sale, importing or distributing such deliverable (e.g., Product).",IP
"Without limiting the foregoing, Magenta may use and disclose Bachem Intellectual Property to the extent necessary in connection with the prosecution, maintenance and enforcement of Magenta Developed Intellectual Property.",IP
"Magenta grants to Bachem a limited, non-exclusive license to use any Magenta Developed Intellectual Property to manufacture and release the Product for Magenta in accordance with the terms and conditions of this Agreement and any applicable Project Plan.",IP
In the event that any Bachem Intellectual Property is incorporated into any,IP
"NOTWITHSTANDING THE FOREGOING, THESE LIMITATIONS SHALL NOT APPLY TO DAMAGES ARISING FROM A PARTY'S (I) INDEMNIFICATION OBLIGATIONS UNDER SECTION 11.1 OR SECTION 11.2 HEREOF, (II) GROSS NEGLIGENCE OR WILFUL MISCONDUCT, (III) BREACH OF ITS OBLIGATIONS UNDER SECTION 9 OR (IV) INFRINGEMENT OR MISAPPROPRIATION OF THE OTHER PARTY'S INTELLECTUAL PROPERTY.",Liability
"CONFIDENTIAL TREATMENT REQUESTED. INFORMATION FOR WHICH CONFIDENTIAL TREATMENT HAS BEEN REQUESTED IS OMITTED AND MARKED WITH ""[***]"". AN UNREDACTED VERSION OF THE DOCUMENT HAS ALSO BEEN FURNISHED SEPARATELY TO THE SECURITIES AND EXCHANGE COMMISSION AS REQUIRED BY RULE 406 UNDER THE SECURITIES ACT OF 1933, AS AMENDED. CONTRACT LAW, TORTS OR ANY OTHER AREA OF LAW SHALL BE LIMITED TO THE AMOUNT [***].",Liability
"NEITHER PARTY SHALL BE LIABLE, WHETHER BASED ON CONTRACT LAW, TORTS OR ANY OTHER AREA OF LAW, FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR IN ANY WAY RELATED TO THIS AGREEMENT OR ITS PERFORMANCE AND THE MAXIMUM TOTAL LIABILITY OF EITHER PARTY WHETHER BASED ON",Liability
This Agreement and any amendments thereto shall be construed according to the laws of the State of Colorado without regard to conflicts of law principles and any disputes hereunder shall be litigated in a state court in Colorado.,Governance
Either Party may terminate this Agreement at any time prior to delivery of the Product.,Termination
"This Agreement may not be waived, amended or assigned without an agreed written and signed document, signed by both Parties.",Transfer
"Unless earlier terminated in accordance with the provisions hereof, the initial term of this Agreement (""Term"") is the Effective Date through March 15, 2022.",Termination
"The Agreement may be extended for one (1) year upon the parties' mutual agreement in writing, it being specifically understood the services to be performed by CELEBRITY (on behalf of ABG) and remuneration to ABG in connection with the same shall be negotiated in good faith.",Termination
"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its principles of conflicts of law.",Governance
"Subject to the terms contained herein, PAPA JOHN'S and ABG agree and acknowledge that during the Term of this Agreement and for one (1) year thereafter, ABG shall be prohibited from granting any rights for CELEBRITY identical or similar to the rights granted to PAPA JOHN'S hereunder to any entity other than PAPA JOHN'S for the purpose of directly promoting, advertising, making an appearance on behalf of, or endorsing Competitive Products; provided, however, that in the event this Agreement is terminated pursuant to Section 7.B. of this Agreement, the prohibition referenced above shall be for a period of six (6) months, except that the prohibition shall referenced above shall not apply (or shall immediately cease to apply, as applicable) in the event of any one or more of the following: (i) the Agreement is terminated due to PAPA JOHN'S failure to pay to ABG any monies under this Agreement, as set forth herein, (ii) the Agreement is terminated due to PAPA JOHN'S failure to grant, issue, or cause to vest any of the RSUs (as hereinafter defined) under this Agreement, as set forth herein, (iii) PAPA JOHN'S failure to pay to ABG any monies under Section 7.D.a. or Section 7.D.b. of this Agreement, as set forth herein, or (iv) PAPA JOHN'S failure to grant, issue, or cause to vest any of the RSUs under Section 7.E.a. or Section 7.E.b. of this Agreement, as set forth herein.",Restriction
"All Parties agree not to disparage or make derogatory comments, verbal or written, regarding the other Party during the Term of the Agreement, and for one year thereafter.",Confidentiality
"PAPA JOHN'S shall not, during the Term or at any time thereafter: (I) defame or disparage CELEBRITY or the Personality Rights (or any portion thereof), nor shall PAPA JOHN'S place the CELEBRITY or the Personality Rights (or any portion thereof) in a negative light, whether in connection with this Agreement or otherwise",Confidentiality
"In the event PAPA JOHN'S wishes to sub-contract any or all of the operation of the Products or its related business hereunder (e.g., design of the Products, advertising of the Products, creation of Products, etc.) to any third party (e.g., ad agencies, photographers, videographers, producers, crew, etc.) (each, a ""Sub-Contractor""), the same may only be done if and after ABG has given its Approval therefor.",Transfer
"Except as otherwise provided herein, all the results of ABG's provision of CELEBRITY'S Services hereunder, including, but not limited to, Materials (but in all cases specifically excluding the Celebrity Endorsement and the Personality Rights), will be deemed a ""work made for hire"" under the provisions of the United States Copyright Act (17 U.S.C. Sec. 101) and will be owned by PAPA JOHN'S for all purposes.",IP
